"la" "ln" "ph" "sla" "ssd" "sm"
"Matayba_inelegans" 3000 NA 16 14.6101592175 0.82 NA
"Matayba_intermedia" 3098.72 NA 25.65 NA NA 1207.1428585
"Matayba_laevigata" 4107.73332025 NA 23 12.2410060175 NA NA
"Matayba_macrocarpa" 9500 NA NA NA NA NA
"Matayba_macrostylis" 9500 NA NA NA NA NA
"Matayba_opaca" 3000 NA NA NA 0.82 NA
"Matayba_oppositifolia" 2080 NA NA NA NA NA
"Matayba_peruviana" 700 NA NA NA NA NA
"Matayba_purgans" 9500 28.71 NA 15.87301587 NA NA
"Matelea_cordifolia" 1242 NA NA NA NA NA
"Matelea_maritima" NA NA NA NA NA 0.81
"Matelea_obliqua" 6075 NA NA NA NA NA
"Matelea_reticulata" NA NA NA NA NA 4.99
"Matelea_rubra" NA NA NA NA NA 4.16
"Matelea_trachyantha" NA NA NA NA NA 10.1
"Mathewsia_incana" NA NA NA NA NA 0.41
"Mathewsia_nivea" NA NA NA NA NA 0.67
"Matisia_bicolor" 55000 NA NA NA 0.541526222 NA
"Matisia_bracteolosa" 26473.350005 25.8231645 NA 24.77726536 NA NA
"Matisia_lasiocalyx" 55000 NA NA NA NA NA
"Matisia_longiflora" 44141.116665 40.87913725 NA 25.19680237 NA NA
"Matisia_oblongifolia" 13212.8875 28.91911225 NA 25.28839844 NA NA
"Matisia_soegengii" 55000 NA NA NA NA NA
"Matricaria_breviradiata" NA 24.7 NA NA NA NA
"Matricaria_chamomilla" 334 NA 0.487303571428572 41 0.125649555555556 0.0552894098765432
"Matricaria_discoidea" 234.738333333333 32.25 0.183377142857143 23.325 0.157914913131763 0.121572579761905
"Matricaria_matricarioides" 266.4 NA 0.1197 18.75 0.212502554178133 0.0911111111111111
"Matricaria_suaveolens" NA NA NA NA NA 0.14475
"Matteuccia_struthiopteris" 22184.6435 30.7091454872667 0.723833333333333 28.8324420479524 0.234362722160853 NA
"Matthiola_chorassanica" NA NA 0.4 NA NA NA
"Matthiola_farinosa" 92.30817033 NA NA 8.244179067 0.291389141458667 NA
"Matthiola_fruticulosa" 132.4 25.25 0.115333333333333 16.76753837 NA 0.4
"Matthiola_incana" 491.915416675 30.83 0.51337962962963 19.2303393035 0.15351 1.58666666666667
"Matthiola_longipetala" NA NA NA NA NA 0.41
"Matthiola_maderensis" NA NA 0.6 NA NA NA
"Matthiola_odoratissima" NA NA NA NA NA 1.55
"Matthiola_parviflora" 525 NA 0.2 NA NA 0.22
"Matthiola_sinuata" NA NA 0.43 NA NA 1.66666666666667
"Matthiola_tricuspidata" NA NA 0.2 NA NA NA
"Maurandya_antirrhiniflora" NA NA 0.24384 NA NA 0.689980407407407
"Maurandya_barclayana" NA NA NA NA NA 0.51
"Maurandya_scandens" NA NA NA NA NA 0.65
"Mauritia_flexuosa" NA NA 25 NA NA 19000
"Mauritiella_armata" NA NA 20 NA NA NA
"Maxillariella_acervata" NA 10.9666666666667 NA 12.7915248364 0.311071220209333 NA
"Mayaca_madida" NA NA NA NA NA 0.32
"Mayna_grandifolia" 55000 NA NA NA NA NA
"Mayna_odorata" 8958.8 25.486674 NA 22.43626346 NA 223
"Mayna_parvifolia" 6175.72893533333 NA 15 NA NA NA
"Mayodendron_igneum" 4877.5 27 NA 12.72264631 NA NA
"Maytenus_acuminata" 642.378222222222 15.96 15 9.82830587725 0.6264175 NA
"Maytenus_alaternoides" NA NA NA NA 0.75 NA
"Maytenus_albata" NA 23.35192442 NA NA NA NA
"Maytenus_amazonica" 9500 NA NA NA NA NA
"Maytenus_bilocularis" NA NA NA NA NA 7.44
"Maytenus_boaria" 675 16.7666666666667 22 8.80145747911154 0.6158 16.198
"Maytenus_canariensis" 1623 15.55986 3.5 8.4697759805 NA NA
"Maytenus_clarendonensis" 675 NA NA NA NA NA
"Maytenus_cuezzoi" NA NA NA NA 0.624 NA
"Maytenus_cunninghamii" 88.9174 NA 2 5.248961039 NA 12.82
"Maytenus_disperma" NA NA NA NA 0.813645 NA
"Maytenus_distichophylla" NA NA NA NA 0.373944933333333 NA
"Maytenus_drummondii" NA NA NA NA NA 13.13
"Maytenus_ebenifolia" 5203.625 22.1953245 NA 11.53327333 NA NA
"Maytenus_eggersii" NA NA NA NA 0.75 NA
"Maytenus_erythroxylon" NA NA NA NA 0.3789244 NA
"Maytenus_evonymoides" NA NA 15.69 25.16 NA NA
"Maytenus_ficiformis" NA NA NA NA 0.67 NA
"Maytenus_guyanensis" 4003.79169488611 18.698409 14 11.47980769 NA NA
"Maytenus_hookeri" 506.4614474 13.01943541 NA 9.866132092 NA NA
"Maytenus_ilicifolia" NA 21.4 NA NA 0.725 NA
"Maytenus_jamaicensis" 675 NA NA NA NA NA
"Maytenus_karstenii" 1116.66666666667 NA NA NA NA NA
"Maytenus_krukovii" 3000 NA NA NA 0.75 NA
"Maytenus_laevis" NA NA NA NA 0.91 NA
"Maytenus_littoralis" NA 19.21666667 NA NA NA NA
"Maytenus_longipes" 3000 NA NA NA NA NA
"Maytenus_macrocarpa" 17621.21355725 15.42656431 30 13.12577765 NA NA
"Maytenus_magellanica" 871 10 NA 7.322788518 NA NA
"Maytenus_micrantha" NA NA NA NA 0.75 NA
"Maytenus_myrsinoides" 2336.3183334375 NA 21.5 6.3031426885 0.75 NA
"Maytenus_oblongata" 8701.1111105 18.2590035 14 8.12011561916667 NA NA
"Maytenus_obscura" NA NA NA NA NA 4.34
"Maytenus_obtusifolia" NA 11.1 NA NA 0.75 NA
"Maytenus_oleoides" 864.546666666667 13.0825 6 7.263031983375 NA NA
"Maytenus_peduncularis" 1022.425 NA NA 11.2151372042 NA NA
"Maytenus_phyllanthoides" NA NA 6.096 NA NA NA
"Maytenus_procumbens" NA 19.9 NA NA NA 14.22
"Maytenus_pruinosa" 9500 NA NA NA NA NA
"Maytenus_pubescens" NA NA NA NA NA 8.56
"Maytenus_robusta" 760 NA NA NA 0.77 NA
"Maytenus_schippii" 5384.25 18.94426108 25.535 NA NA NA
"Maytenus_sieberiana" NA NA NA NA 0.65 NA
"Maytenus_silvestris" 238.068666666667 NA 1 9.472559055 NA NA
"Maytenus_spinosa" 701.6678 NA NA NA NA NA
"Maytenus_undata" 889 15.24 NA 16.09858896 0.73185 8.97
"Maytenus_vitis-idaea" 580.97 NA NA NA NA NA
"Maytenus_woodsonii" 2346.19533333333 NA NA 11.0472914177333 NA NA
"Mazus_pumilio" NA NA NA NA NA 0.04
"Mecardonia_acuminata" NA NA NA NA NA NA
"Meconella_californica" NA NA NA NA NA 0.18
"Meconopsis" NA NA NA NA NA NA
"Meconopsis_integrifolia" NA 36.7 NA NA NA NA
"Meconopsis_paniculata" NA NA 1.5 NA NA 0.18
"Mecranium_purpurascens" 675 16.3 NA NA NA NA
"Mecranium_virgatum" 3019 NA NA NA NA NA
"Medemia_argun" NA NA NA NA NA 11000
"Medeola_virginiana" NA NA NA NA NA 6.535
"Medicago_arabica" 489.42 NA 0.409111111111111 32.76 0.1721012 2.45815353535354
"Medicago_arborea" NA 34.2 1.625 NA NA 7.91
"Medicago_astroites" NA NA NA NA NA 5.67
"Medicago_blancheana" NA NA NA NA NA 10
"Medicago_brachycarpa" NA NA NA NA NA 2.1
"Medicago_cancellata" NA NA NA NA NA 2.6
"Medicago_carstiensis" NA NA 0.4 NA NA 2.1
"Medicago_coelesyriaca" NA NA NA NA NA 3.33
"Medicago_constricta" NA NA NA NA NA 6
"Medicago_coronata" NA NA 0.2 NA NA 1.7
"Medicago_cretacea" NA NA NA NA NA 4.7
"Medicago_daghestanica" NA NA NA NA NA 2.4
"Medicago_disciformis" NA NA 0.05 NA NA 3.1
"Medicago_doliata" NA NA NA NA NA 9.4
"Medicago_falcata" 117.5 28.2 0.633333333333334 20.5 0.296896453333333 2.02837037037037
"Medicago_glomerata" NA NA 0.45 NA NA 2.63
"Medicago_granadensis" NA NA NA NA NA 9.4
"Medicago_heyniana" NA NA NA NA NA 5
"Medicago_hybrida" NA NA NA NA NA 4.3
"Medicago_intertexta" NA NA NA NA NA 13.55
"Medicago_laciniata" 15 NA 0.05 23.68 NA 1.85244444444444
"Medicago_lanigera" NA NA NA NA NA 3.3
"Medicago_littoralis" 50.15 NA 0.1262 14.1 0.249318 3.36
"Medicago_lupulina" 534.526769171852 36.4425947475 0.236472694805195 28.5858281019312 0.20193967546384 1.57376163846154
"Medicago_marina" 82.7 NA 0.25065 8.6 0.303320666666667 4.4
"Medicago_minima" 44.67 37.9377722225 0.166175165833333 22.0423860851852 0.269677706666667 1.04360833333333
"Medicago_monantha" 62.84997196 NA NA 40.63417779 0.184401000952 NA
"Medicago_monspeliaca" NA NA 0.2 NA NA NA
"Medicago_murex" NA NA 0.3 NA NA 6.491
"Medicago_muricoleptis" NA NA NA NA NA 7.5
"Medicago_noeana" NA NA NA NA NA 3.9
"Medicago_orbicularis" NA 26.1 0.342865099 24.57015887 NA 3.21138888888889
"Medicago_papillosa" NA NA NA NA NA 2.7
"Medicago_pironae" NA NA 0.25 NA NA 2.3
"Medicago_platycarpa" NA NA NA NA NA 3
"Medicago_polyceratia" 68.4941174 34.51901474 NA 14.1568290273333 0.251797332793778 NA
"Medicago_polymorpha" 299.55 41.3 0.305206060606061 27.350072914 0.20588092 26.7117308854167
"Medicago_praecox" NA NA 0.175 NA NA 2.1
"Medicago_prostrata" NA NA 0.2 NA NA 1.8
"Medicago_radiata" NA NA NA NA NA 10.09
"Medicago_rhodopea" NA NA NA NA NA 1.6
"Medicago_rigidula" NA NA 0.3 NA NA 3.39333333333333
"Medicago_rotata" NA NA NA NA NA 8.7
"Medicago_rugosa" NA NA 0.2 NA NA 8.2
"Medicago_rupestris" NA NA NA NA NA 1.5
"Medicago_ruthenica" 202.458666666667 25.702451825325 0.633333333333333 NA 0.313934149880297 2.25
"Medicago_sativa" 471.2049938275 39.4526748503175 0.677636428566667 21.0652418209437 0.220987557142093 2.03826217606838
"Medicago_sativa_subsp._varia" NA NA NA NA NA NA
"Medicago_sauvagei" NA NA NA NA NA 5.5
"Medicago_saxatilis" NA NA NA NA NA 3.6
"Medicago_scutellata" NA NA 0.369866666666667 NA NA 16.652508
"Medicago_secundiflora" NA NA NA NA NA 2.5
"Medicago_shepardi" NA NA NA NA NA 3.4
"Medicago_soleirolii" NA NA NA NA NA 7.5
"Medicago_sphaerocarpa" NA NA 0.05 NA NA NA
"Medicago_stellata" NA NA NA NA NA 16.9
"Medicago_suffruticosa" 1125 NA 0.4 NA NA 2.7
"Medicago_tenoreana" NA NA NA NA NA 1.6
"Medicago_tornata" NA NA NA NA NA 4.525
"Medicago_truncatula" NA NA 0.3 NA NA NA
"Medicago_truncatulata" 525 NA NA NA NA NA
"Medicago_turbinata" NA NA NA NA NA 22.25
"Medicosma_cunnighamii" 2491.666667 NA NA NA NA NA
"Medicosma_fareana" NA NA NA NA 0.675885 NA
"Medicosma_sessiliflora" 8163.54 NA NA NA NA NA
"Mediusella_bernieri" NA NA NA NA NA 451.16
"Medusandra_richardsiana" 16785.6225 NA NA NA NA NA
"Medusanthera_laxiflora" NA NA NA NA 0.39 NA
"Megacarpaea_megalocarpa" NA NA NA NA NA 2.09
"Megalochlamys_kenyensis" NA NA NA NA NA 8.15
"Megalochlamys_marlothii" NA NA NA NA NA 26.7
"Megalochlamys_revoluta" NA NA NA NA NA 10
"Megaloprotachne_albescens" NA NA NA NA NA 1.08
"Megaphrynium_macrostachyum" NA 32.4 NA 19.2 NA NA
"Megastachya_mucronata" NA NA NA NA NA 0.12
"Meionectes_brownii" NA NA NA NA NA 2.53
"Melaleuca_acacioides" NA NA NA NA NA 0.33
"Melaleuca_acuminata" NA NA NA NA NA 0.19
"Melaleuca_adnata" NA NA NA NA NA 0.19
"Melaleuca_agathosmoides" NA NA NA NA NA 0.11
"Melaleuca_alsophila" NA NA NA NA NA 0.11
"Melaleuca_alternifolia" NA NA NA NA NA 0.11
"Melaleuca_apodocephala" NA NA NA NA NA 0.29
"Melaleuca_araucarioides" NA NA NA NA NA 0.03
"Melaleuca_arcana" NA NA NA NA NA 0.08
"Melaleuca_argentea" NA NA NA NA 0.86961 0.04
"Melaleuca_armillaris" NA NA NA NA NA NA
"Melaleuca_atroviridis" NA NA NA NA NA 0.05
"Melaleuca_barlowii" NA NA NA NA NA 0.57
"Melaleuca_blaeriifolia" NA NA NA NA NA 0.27
"Melaleuca_boeophylla" NA NA NA NA NA 0.2
"Melaleuca_borealis" NA NA NA NA NA 0.3
"Melaleuca_bracteata" NA NA NA NA 0.86961 0.05
"Melaleuca_bracteosa" 6.57 NA NA NA NA 0.08
"Melaleuca_brevifolia" NA NA NA NA NA 0.22
"Melaleuca_brophyi" NA NA NA NA NA 0.06
"Melaleuca_cajuputi" NA NA NA NA NA 0.18
"Melaleuca_calcicola" NA NA NA NA NA 0.24
"Melaleuca_calyptroides" NA NA NA NA NA 0.21
"Melaleuca_capitata" NA NA NA NA NA 0.31
"Melaleuca_cardiophylla" NA NA NA NA NA 0.5
"Melaleuca_carrii" NA NA NA NA NA 0.08
"Melaleuca_cheelii" NA NA NA NA NA 0.05
"Melaleuca_coccinea" NA NA NA NA NA 0.76
"Melaleuca_concreta" NA NA NA NA NA 0.04
"Melaleuca_cordata" NA NA NA NA NA 0.28
"Melaleuca_coronicarpa" NA NA NA NA NA 0.27
"Melaleuca_ctenoides" NA NA NA NA NA 0.12
"Melaleuca_cucullata" NA NA NA NA NA 0.36
"Melaleuca_cuticularis" NA NA NA NA NA 0.34
"Melaleuca_dealbata" NA NA NA NA NA 0.2017
"Melaleuca_deanei" NA NA NA NA NA 0.33
"Melaleuca_decora" NA NA NA NA NA 0.06
"Melaleuca_decussata" NA NA NA NA NA 0.13
"Melaleuca_dempta" NA NA NA NA NA 0.6
"Melaleuca_densispicata" NA NA NA NA NA 0.03
"Melaleuca_diosmatifolia" NA NA NA NA NA 0.04
"Melaleuca_diosmifolia" NA NA NA NA NA 0.07
"Melaleuca_eleuterostachya" NA NA NA NA NA 0.19
"Melaleuca_elliptica" NA NA NA NA NA 0.11
"Melaleuca_ericifolia" NA NA NA NA NA 0.09
"Melaleuca_eximia" NA NA NA NA NA 0.62
"Melaleuca_filifolia" NA NA NA NA NA 0.27
"Melaleuca_fissurata" NA NA NA NA NA 0.16
"Melaleuca_fluviatilis" NA NA NA NA NA 0.04
"Melaleuca_fulgens" NA NA NA NA NA 0.16
"Melaleuca_gibbosa" NA 15.1 NA NA NA 0.12
"Melaleuca_globifera" NA NA NA NA NA 0.65
"Melaleuca_glomerata" NA NA NA NA 0.67158 0.23
"Melaleuca_groveana" NA NA NA NA NA 0.05
"Melaleuca_halmaturorum" NA NA NA NA NA 0.1
"Melaleuca_hamata" NA NA NA NA NA 0.04
"Melaleuca_hollidayi" NA NA NA NA NA 0.38
"Melaleuca_huegelii" NA NA NA NA NA 0.42
"Melaleuca_huttensis" NA NA NA NA NA 2.07
"Melaleuca_hypericifolia" NA 10.4 NA NA NA 0.14
"Melaleuca_idana" NA NA NA NA NA 1.01
"Melaleuca_incana" NA NA NA NA NA 0.24
"Melaleuca_irbyana" NA NA NA NA NA 0.26
"Melaleuca_lanceolata" NA 12.7 NA NA NA NA
"Melaleuca_lasiandra" NA NA NA NA NA 0.29
"Melaleuca_lateriflora" NA NA NA NA NA 0.33
"Melaleuca_lateritia" NA NA NA NA NA 0.12
"Melaleuca_leiocarpa" NA NA NA NA NA 0.57
"Melaleuca_leiopyxis" NA NA NA NA NA 2.64
"Melaleuca_leucadendra" 2400 10.5 17 6.7 0.6402285555 0.41
"Melaleuca_leuropoma" NA 7.085451288 NA NA NA NA
"Melaleuca_linariifolia" NA NA 10 7.55 0.68195 0.01
"Melaleuca_macronychia" NA NA NA NA NA 0.03
"Melaleuca_manglesii" NA NA NA NA NA 0.06
"Melaleuca_megacephala" NA NA NA NA NA 0.69
"Melaleuca_monantha" NA NA NA NA NA 0.24
"Melaleuca_nematophylla" NA NA NA NA NA 0.35
"Melaleuca_nervosa" NA NA NA NA 0.6874224 NA
"Melaleuca_nesophila" NA 14 NA NA NA 0.84
"Melaleuca_nodosa" 14.65 10.45 NA NA NA 0.07
"Melaleuca_oldfieldii" NA NA NA NA NA 0.72
"Melaleuca_orbicularis" NA NA NA NA NA 0.13
"Melaleuca_ordinifolia" NA NA NA NA NA 0.26
"Melaleuca_oxyphylla" NA NA NA NA NA 0.19
"Melaleuca_papillosa" NA NA NA NA NA 0.16
"Melaleuca_parvistaminea" NA NA NA NA NA 0.01
"Melaleuca_pauciflora" NA NA NA NA NA 0.7812
"Melaleuca_pauperiflora" NA NA NA NA 0.936768 0.41
"Melaleuca_penicula" NA NA NA NA NA 0.52
"Melaleuca_pentagona" NA NA NA NA NA 0.1
"Melaleuca_platycalyx" NA NA NA NA NA 0.07
"Melaleuca_polycephala" NA NA NA NA NA 0.07
"Melaleuca_preissiana" NA NA 4 NA NA 0.2
"Melaleuca_pritzelii" NA NA NA NA NA 0.52
"Melaleuca_psammophila" NA NA NA NA NA 1.11
"Melaleuca_pulchella" NA NA NA NA NA 0.09
"Melaleuca_pungens" NA NA NA NA NA 0.13
"Melaleuca_pustulata" NA NA NA NA NA 0.03
"Melaleuca_quadrifaria" NA NA NA NA NA 0.35
"Melaleuca_quinquenervia" NA 10.6 23.6 NA 0.649455 0.1854235
"Melaleuca_radula" NA NA NA NA NA 0.4
"Melaleuca_rhaphiophylla" NA NA NA NA NA 0.34
"Melaleuca_rigidifolia" NA NA NA NA NA 0.33
"Melaleuca_ringens" NA NA NA NA NA 0.1
"Melaleuca_saligna" NA NA NA NA NA 0.4
"Melaleuca_sapientes" NA NA NA NA NA 0.29
"Melaleuca_scabra" NA NA 0.7 1.9258 0.8627 0.14
"Melaleuca_scalena" NA NA NA NA NA 0.11
"Melaleuca_sclerophylla" NA NA NA NA NA 0.09
"Melaleuca_sculponeata" NA NA NA NA NA 0.04
"Melaleuca_seriata" 6.4 NA NA NA NA NA
"Melaleuca_sieberi" NA 9.1 NA NA NA 0.36
"Melaleuca_similis" NA NA NA NA NA 0.15
"Melaleuca_spectabilis" NA NA NA NA NA 0.42
"Melaleuca_squamea" NA NA NA 30.39418182 NA 0.14
"Melaleuca_squarrosa" NA 24.94333333 NA 9.572431398 NA 0.22
"Melaleuca_stenostachya" NA NA NA NA NA 0.13
"Melaleuca_stereophloia" NA NA NA NA NA 0.03
"Melaleuca_stramentosa" NA NA NA NA NA 0.26
"Melaleuca_striata" NA NA NA NA NA 1.21
"Melaleuca_strobophylla" NA NA NA NA NA 0.21
"Melaleuca_styphelioides" NA NA NA NA NA 0.18
"Melaleuca_suberosa" NA NA NA NA NA 0.45
"Melaleuca_subfalcata" NA NA NA NA NA 0.09
"Melaleuca_subtrigona" NA NA NA NA NA 0.15
"Melaleuca_systena" NA 9.346098324 NA 4.495273932 NA 1.11
"Melaleuca_tamariscina" NA NA NA NA NA 0.13
"Melaleuca_teuthidoides" NA NA NA NA NA 0.1
"Melaleuca_thymifolia" NA 10 NA 33.26836364 NA 0.03
"Melaleuca_thyoides" NA NA NA NA NA 0.25
"Melaleuca_trichophylla" NA 7.9 NA NA NA NA
"Melaleuca_trichostachya" NA NA NA NA NA 0.44
"Melaleuca_tuberculata" NA NA NA NA NA 0.17
"Melaleuca_uncinata" 27.0830588888889 13.1602257653333 3.37777777777778 2.98374272446667 0.845502 0.19
"Melaleuca_undulata" NA NA NA NA NA 0.66
"Melaleuca_urceolaris" NA NA NA NA NA 0.24
"Melaleuca_viminea" NA NA NA NA NA 0.17
"Melaleuca_viridiflora" 2800 7.7 13.216124 4.35 0.7955 0.25
"Melaleuca_wilsonii" NA NA NA NA NA 0.08
"Melaleuca_wonganensis" NA NA NA NA NA 0.18
"Melaleuca_xerophila" NA NA NA NA NA 0.1
"Melaleuca_zeteticorum" NA NA NA NA NA 0.04
"Melampodium_leucanthum" NA NA NA NA NA 2.07
"Melampodium_perfoliatum" NA NA NA NA NA 17.2
"Melampyrum_arvense" 263.876666666667 37.98933269 0.349775 21.3695 0.181892845345333 14.7828125
"Melampyrum_cristatum" 332.40625 27.54470014 0.3359375 25.372 0.178191578666667 6.72727285714286
"Melampyrum_elatius" NA NA 0.2 NA NA NA
"Melampyrum_lineare" NA NA NA NA NA 2.414
"Melampyrum_nemorosum" 492.328333333333 NA 0.2 38.073 0.159235590666667 6.63777766666667
"Melampyrum_pratense" 246.93809524 26.2125 0.375 23.4320987675 0.198105251973667 5.53707444444444
"Melampyrum_roseum" NA NA 0.2 NA NA NA
"Melampyrum_sylvaticum" 265.2025 22.921293728303 0.243333333333333 35.2930945288889 0.158346650666667 3.99208888888889
"Melanochyla_angustifolia" NA NA NA NA 0.52 NA
"Melanochyla_auriculata" NA NA NA NA 0.58 NA
"Melanochyla_bracteata" NA NA NA NA 0.48 NA
"Melanochyla_densiflora" NA NA NA NA 0.59 NA
"Melanochyla_elmeri" NA 10.68 NA NA NA NA
"Melanochyla_fulvinervia" NA NA NA NA 0.5 NA
"Melanochyla_kunstleri" NA NA NA NA 0.62 NA
"Melanochyla_nitida" NA NA NA NA 0.73 NA
"Melanochyla_rugosa" NA NA NA NA 0.67 NA
"Melanodendron_integrifolium" NA NA NA NA NA 0.26
"Melanolepis_multiglandulosa" NA NA NA NA 0.3908465 NA
"Melanoselinum_decipiens" NA NA 0.8 NA NA NA
"Melanoxylon_brauna" NA NA NA NA 1.038 NA
"Melanthera_nivea" NA NA NA 31.89846273 NA NA
"Melanthera_rhombifolia" NA NA NA NA NA 1.43
"Melasma_scabrum" NA NA NA NA NA 0.06
"Melastoma_dodecandrum" NA 14.4 NA NA NA 0.08
"Melastoma_malabathricum" 2174.83726666667 18.7483333333333 0.5215 21.332757198 0.44 0.0575
"Melastoma_sanguineum" 5668.75 16.84709549 4 19.55640672 NA NA
"Melastomastrum_capitatum" NA NA NA NA NA 0.09
"Melastomastrum_theifolium" NA NA NA NA NA 0.03
"Melhania_acuminata" NA NA NA NA NA 2.75
"Melhania_brachycarpa" NA NA NA NA NA 2.72
"Melhania_denhamii" NA NA NA NA NA 3.2
"Melhania_forbesii" NA NA NA NA NA 2.92
"Melhania_futteyporensis" NA NA NA NA NA 4.5
"Melhania_oblongifolia" NA NA NA NA NA 3.74
"Melhania_ovata" NA NA NA NA NA 3.47
"Melhania_prostrata" NA NA NA NA NA 3.27
"Melhania_velutina" NA NA NA NA NA 3.2
"Melia_azedarach" 981.75 28.3 13.8683333333333 4.81299906492669 0.434052981818182 422.181
"Melia_volkensii" NA NA NA NA NA 361.7
"Melianthus_comosus" NA NA NA NA NA 19.91
"Melianthus_major" NA 22.9913131313131 NA NA NA 31.15
"Melianthus_pectinatus" NA NA NA NA NA 30.79
"Melica_aristata" NA NA NA NA NA 3.944
"Melica_bulbosa" NA NA 0.54864 NA NA 2.264493
"Melica_californica" NA 20.5 1.2192 NA 0.407919029269333 1.42233177777778
"Melica_ciliata" 226.225833333333 26.525 0.415 20.7395238095238 0.414700816 0.715870111111111
"Melica_geyeri" NA NA NA NA NA 0.926
"Melica_glabrescens" NA NA NA NA NA 0.44
"Melica_harfordii" NA NA NA NA NA 3.18
"Melica_imperfecta" NA NA 0.97536 NA NA 0.615666
"Melica_longiflora" NA NA NA NA NA 0.45
"Melica_macra" 1091.9223 NA NA NA NA 0.42
"Melica_minuta" NA NA 0.3 NA NA NA
"Melica_nitens" NA NA 0.483 29.04444444 0.254842789101333 NA
"Melica_nutans" 421.097904766667 23 0.479166666666667 31.4125 0.273431092055333 2.30508566666667
"Melica_persica" NA NA NA NA NA 0.96
"Melica_picta" NA NA 0.3875 NA NA NA
"Melica_racemosa" 292 27.68 0.282 31.28571429 NA NA
"Melica_spectabilis" NA NA 0.762 NA NA 0.814566
"Melica_subulata" NA NA 1.00584 NA NA 2.298977
"Melica_transsilvanica" 504.9 NA 0.65 22.909 NA NA
"Melica_uniflora" 458.118912850894 25.421719165 0.332610185185185 53.263688959 0.238685453322933 2.80554
"Melichrus_urceolatus" 28.28427125 NA NA NA NA NA
"Melicocca_amoena" NA NA NA NA NA NA
"Melicoccus_bijugatus" NA NA 18.288 NA NA NA
"Melicoccus_lepidopetalus" NA NA NA NA 0.98 NA
"Melicoccus_novogranatensis" 14106.925 22.426069 NA 13.34196413 NA NA
"Melicoccus_oliviformis" 9500 NA NA NA 0.865 NA
"Melicoccus_pedicellaris" 3415.840006 28.7966686666667 15.5 15.679614565 NA NA
"Melicope_bonwickii" NA NA NA NA 0.388802 NA
"Melicope_clusiifolia" NA 16.7 NA NA NA NA
"Melicope_confusa" NA NA NA NA 0.38 NA
"Melicope_denhamii" 12770 NA NA NA NA NA
"Melicope_elleryana" 5298.2633335 NA NA NA 0.44594208 13.4255
"Melicope_fareana" NA NA NA NA 0.675885 NA
"Melicope_glabra" NA NA NA NA 0.33 NA
"Melicope_hayesii" 1100.666667 NA NA NA NA NA
"Melicope_latifolia" NA NA NA NA 0.4 NA
"Melicope_lunu-ankenda" NA NA NA NA 0.393333333333333 NA
"Melicope_micrococca" 1601.666667 NA NA NA 0.509447111 2.27
"Melicope_peduncularis" NA 15.4 NA NA NA NA
"Melicope_platynema" 8218.44 NA NA NA NA NA
"Melicope_pteleifolia" NA NA NA NA NA 6.6
"Melicope_simplex" 110.244013333333 NA 2.83333333333333 26.9441994816667 NA 12.4
"Melicope_ternata" NA NA NA NA NA 18.84
"Melicope_trichopetala" NA NA NA NA 0.4 NA
"Melicope_triphylla" NA NA NA NA 0.388311 NA
"Melicope_vitiflora" 3675 NA NA NA 0.510286 17
"Melicope_xanthoxyloides" NA NA NA NA 0.426195 NA
"Melicytus_alpinus" 25.44594 NA 1 12.28369239 NA NA
"Melicytus_dentatus" 108.5804 NA 3 25.06241344 NA 11.57
"Melicytus_lanceolatus" 2710.11412 NA 4.5 26.666975325 NA 3.56
"Melicytus_macrophyllus" 4804.5649 NA 7 10.62079532 NA 5.8
"Melicytus_micranthus" 100.10788 NA 2.5 17.11217714 NA 4.2
"Melicytus_ramiflorus" 3632.72202 25.052407334 2.44575 16.2252501677778 0.5685 1.1
"Melilotus_albus" 691.576666777778 31.7209027777778 0.896083333333333 29.8833333333333 0.203651930828 2.07021666666667
"Melilotus_altissimus" 293 NA 1.1125 15.65 0.210043333333333 4.214775
"Melilotus_dentatus" NA NA 0.475 NA NA 2.57666666666667
"Melilotus_elegans" NA NA 0.4 NA NA NA
"Melilotus_indicus" 382 38.3 0.4 32.2 0.205232582218667 2.24265384615385
"Melilotus_italicus" NA NA 0.45 NA NA NA
"Melilotus_messanensis" NA NA NA NA NA 8.8
"Melilotus_neapolitanus" NA NA 0.375 NA NA 0.5
"Melilotus_officinalis" 605.3112285 40.4850494225 1.0182 19.1541440247106 0.197686141143711 2.31982881926407
"Melilotus_officinalis_subsp._alba" 219.11 41.79791295 0.339247719 22.693012642541 0.195217789 2.1946
"Melilotus_suaveolens" 1040 42.91666667 0.5 NA NA 1.38
"Melilotus_sulcatus" NA NA 0.5 NA NA 3.59
"Melilotus_tauricus" NA NA NA NA NA 2.5
"Melinis_minutiflora" NA 23.08 NA 20.2905 NA 0.11
"Melinis_repens" 382.1888 20.39 0.366 14.275796605 NA 0.47
"Meliosma_angustifolia" NA NA NA NA 0.548312166666667 NA
"Meliosma_arnottiana" 7324 9.8 NA 14.55099338 0.300283776912 NA
"Meliosma_cuneifolia" 5150.2 13.61049743 9 26.07407835 NA 12.97
"Meliosma_dentata" 3860 NA NA NA NA NA
"Meliosma_dilleniifolia" NA NA 11.5 NA NA NA
"Meliosma_donnellsmithii" 32651.4 NA NA 12.08415988 NA NA
"Meliosma_flexuosa" NA 14.9 NA NA NA NA
"Meliosma_glabrata" NA NA NA NA 0.41 NA
"Meliosma_grandiflora" 6655.812 NA NA 19.025109608 NA NA
