"la" "ln" "ph" "sla" "ssd" "sm"
"Magnolia_balansae" NA 10.05 NA NA NA NA
"Magnolia_biondii" NA NA 15 NA NA NA
"Magnolia_campbellii" NA NA NA NA NA 70.92
"Magnolia_cathcartii" NA NA NA NA 0.46 NA
"Magnolia_cavaleriei" NA NA NA NA NA NA
"Magnolia_champaca" NA NA NA NA NA 139.6725
"Magnolia_compressa" 3019 NA NA NA NA NA
"Magnolia_cylindrica" NA 21.1 NA NA NA NA
"Magnolia_denudata" 7653 NA 13.75 29.27400234 0.44 303.03
"Magnolia_doltsopa" NA NA NA NA NA 90.5
"Magnolia_elegans" NA 19.6 0.97 14.7275405 0.483333333333333 170
"Magnolia_figo" NA 22.2 NA NA 0.28357112 NA
"Magnolia_figo_var._skinneriana" NA NA NA NA NA NA
"Magnolia_floribunda" 3810 20 NA 12.64222503 NA NA
"Magnolia_fordiana" NA 16.6 NA NA 0.25213736 NA
"Magnolia_foveolata" NA NA NA NA NA NA
"Magnolia_fraseri" 29244.792375 22.9 21.525 22.68786848 0.44 99.7726177777778
"Magnolia_gigantifolia" NA 23.98 NA NA 0.56 NA
"Magnolia_gloriensis" 22377.87 NA NA 9.666466519 NA NA
"Magnolia_grandiflora" 7701.97118998628 16.4118333333333 22.3322222222222 7.67206555730146 0.4372 77.2975723333333
"Magnolia_henryi" 108561 17.267 NA 14.74345858 NA NA
"Magnolia_hodgsonii" NA NA NA NA 0.61992 NA
"Magnolia_hypolampra" NA NA NA NA NA NA
"Magnolia_iltisiana" NA NA 0.137074285714286 NA NA NA
"Magnolia_insignis" 4036.86911 20.56467772 NA 13.10671789 0.43 NA
"Magnolia_kobus" NA NA 12.875 NA NA NA
"Magnolia_koordersiana" NA NA NA NA NA NA
"Magnolia_lanuginosa" NA NA NA NA NA 135.14
"Magnolia_liliifera" NA NA NA NA 0.54 NA
"Magnolia_macclurei" NA 14.4 NA NA 0.543603 46.5
"Magnolia_macklottii" NA NA NA NA 0.36 NA
"Magnolia_macrophylla" 105386.51315 24.575 20.7466666666667 NA 0.45 167.8
"Magnolia_martini" 4352 NA NA NA NA NA
"Magnolia_mediocris" NA 15.2 NA NA NA NA
"Magnolia_montana" NA 20.9 1.74 14.45086705 0.42 204.08
"Magnolia_nilagirica" 1460 19.65 NA 12.04819277 0.55104 NA
"Magnolia_oblonga" NA NA NA NA NA 123.46
"Magnolia_obovata" NA 25.4 22.4546428571429 12.345679005 NA 273
"Magnolia_officinalis" NA 14.4 20 NA NA NA
"Magnolia_ovata" 17692.7 18.5379535555555 28.5 11.55029191 0.525 196.35
"Magnolia_poasana" NA NA NA NA 0.45 NA
"Magnolia_portoricensis" NA NA 21.336 NA 0.7 174.19175
"Magnolia_rimachii" 55000 NA NA NA NA NA
"Magnolia_salicifolia" NA 26.525 5.24 32.81653506 NA 212.77
"Magnolia_sambuensis" 17568.8 NA NA 7.625347222 NA NA
"Magnolia_schiedeana" 7010 21 25 10.2 NA NA
"Magnolia_scortechinii" NA NA NA NA NA NA
"Magnolia_sieboldii" NA NA 8 NA NA 170
"Magnolia_sororum" NA NA NA NA 0.46 NA
"Magnolia_soulangeana" NA NA 9.786 NA NA 249.9174275
"Magnolia_splendens" 5574.819559 9.65 NA NA 0.59 NA
"Magnolia_stellata" NA NA 6.2124 NA NA 182.488397
"Magnolia_sumatrana" NA NA NA NA NA NA
"Magnolia_tripetala" 32730 NA 13.128 NA NA 263.16
"Magnolia_tsiampacca" 25180 NA NA NA 0.401021538461538 NA
"Magnolia_villosa" NA NA NA NA 0.63 NA
"Magnolia_virginiana" 5668.1226432288 25.914999962 17.8755047619048 13.5159414306761 0.45 59.3361423333333
"Magnolia_vrieseana" NA NA NA NA NA NA
"Magnolia_wilsonii" NA NA 4 NA NA NA
"Magnolia_yoroconte" NA NA NA NA 0.42 NA
"Magonia_pubescens" 3000 15.1 NA NA 0.77 1067.29
"Mahonia_bealei" 13083.9257 NA 0.8 6.1238825149 NA NA
"Mahonia_californica" NA NA NA NA NA 7.57
"Mahonia_duclouxiana" 1550.566018 18.72639418 NA 20.09992986 0.257974235421333 NA
"Mahonia_fremontii" NA NA 0.8 NA NA 11.52
"Mahonia_japonica" 5001.75 18.6821609666667 1.5 12.24996643 NA 86.96
"Mahonia_trifoliolata" NA NA NA NA NA 5.21
"Mahurea_exstipulata" NA NA NA NA 0.73 NA
"Mahurea_palustris" NA NA NA NA 0.69 NA
"Maianthemum_bifolium" 1275.332963 23.115625 0.158 31.6280388922222 0.200934634854963 10.783
"Maianthemum_canadense" 1085.88888888889 18.7758630632308 0.1006 30.2920634916667 0.245116092599556 9.12
"Maianthemum_dilatatum" NA NA 0.325 NA NA 30.062
"Maianthemum_racemosum" 3162.55555555556 30.41 NA 22.2984379966667 NA 30.69
"Maianthemum_stellatum" NA NA NA NA NA 24.498375
"Maianthemum_trifolium" NA 26 NA NA NA 12.13
"Maieta_guianensis" 10100 NA NA NA NA NA
"Maihuenia_poeppigii" NA NA NA NA NA 9.23
"Maihueniopsis_atacamensis" NA NA NA NA NA 11.525
"Maihueniopsis_colorea" NA NA NA NA NA 7.21
"Maihueniopsis_conoidea" NA NA NA NA NA 5.02
"Maihueniopsis_grandiflora" NA NA NA NA NA 9.79
"Maihueniopsis_ovata" NA NA NA NA NA 9.25
"Maireana_aphylla" 4 NA 1 7.72 NA 4.53655555555556
"Maireana_appressa" 2.7147 NA 0.5 3.840734694 NA 1.02
"Maireana_astrotricha" 16.7772 NA 0.6 3.919906542 NA NA
"Maireana_brevifolia" 1.4918 NA 0.7 7.248785228 NA 1.41
"Maireana_carnosa" NA NA NA NA NA 2.8
"Maireana_ciliata" 20 NA NA NA NA 4.202
"Maireana_coronata" 9.8825 NA 0.1 3.887931034 NA 6.71
"Maireana_decalvans" 5.8726 NA 0.5 4.35329874 NA 1.98
"Maireana_eriantha" NA NA NA NA NA 6.4
"Maireana_erioclada" NA NA NA NA NA 7.87
"Maireana_georgei" NA NA NA NA NA 12.25
"Maireana_integra" 5 NA 0.5 NA NA NA
"Maireana_microcarpa" NA NA NA NA NA 2.98
"Maireana_microphylla" 1.4351 NA 0.55 8.7381112215 NA 0.76
"Maireana_pentagona" NA NA NA NA NA 1.55
"Maireana_pentatropis" 11.6579 NA 0.75 4.0621996875 NA 7.36
"Maireana_pyramidata" 3.3527 NA 1.28 3.6951867292 NA 2.64
"Maireana_radiata" NA NA NA NA NA 2.13
"Maireana_scleroptera" 15 NA NA NA NA 4.24
"Maireana_sedifolia" 5.3484 NA 1.3 4.952222222 NA NA
"Maireana_tomentosa" NA NA NA NA NA 3.745
"Maireana_triptera" 13.7556 NA 0.5 5.151910112 NA 12.54
"Maireana_villosa" 11.5021 NA 0.35 7.5477958695 NA 2.995
"Malabaila_secacul" NA NA NA NA NA NA
"Malachra_alceifolia" NA NA NA NA NA 4.1
"Malachra_capitata" NA NA NA NA NA 3.7
"Malachra_fasciata" NA NA NA NA NA 4.52
"Malacocera_tricornis" 9.755 NA 0.3 2.80316092 NA NA
"Malacomeles_denticulata" NA 13.0788445 NA 5.9557406 NA 5.93
"Malacothamnus_densiflorus" NA NA NA NA NA 1.51
"Malacothamnus_fasciculatus" NA NA 2.2 12.03 0.5718 1.6
"Malacothrix_californica" NA NA NA NA NA 0.338
"Malacothrix_clevelandii" NA NA NA NA NA 0.05
"Malacothrix_coulteri" NA NA NA NA NA 0.613
"Malacothrix_foliosa" NA NA NA NA NA 0.089
"Malacothrix_glabrata" NA NA NA NA NA 0.25
"Malacothrix_saxatilis" NA NA NA NA NA 0.212
"Malacothrix_sonchoides" NA NA NA NA NA 0.22
"Malaxis_monophyllos" NA NA 0.1375 NA NA NA
"Malcolmia_africana" NA 20 NA NA NA 0.3
"Malcolmia_littorea" NA NA 0.6 NA NA 0.13
"Malcolmia_maritima" NA NA 0.2 NA NA 0.4
"Malcolmia_pygmaea" 46 NA NA NA NA NA
"Malcolmia_ramosissima" NA NA NA NA NA 0.09
"Malephora_crocea" NA NA NA NA NA 5.57996666666667
"Malesherbia_auristipulata" NA NA NA NA NA 0.81
"Malesherbia_densiflora" NA NA NA NA NA 1.61
"Malesherbia_fasciculata" NA NA NA NA NA 0.85
"Malesherbia_lactea" NA NA NA NA NA 1.41
"Malesherbia_linearifolia" NA NA NA NA NA 1.3
"Malesherbia_lirana" NA NA NA NA NA 1.41
"Malesherbia_multiflora" NA NA NA NA NA 0.47
"Malesherbia_paniculata" NA NA NA NA NA 1.63
"Malesherbia_rugosa" NA NA NA NA NA 1.62
"Malesherbia_tenuifolia" NA NA NA NA NA 0.79
"Malleostemon_peltiger" NA NA NA NA NA 1.77
"Mallotus_anomalus" NA 16.4 NA NA NA NA
"Mallotus_apelta" NA 15.38 NA NA NA 7.21
"Mallotus_barbatus" 58900 35.85 NA 17.9 NA NA
"Mallotus_blumeanus" NA NA NA NA 0.51 NA
"Mallotus_brachythyrsus" NA NA NA NA NA NA
"Mallotus_caudatus" 13093.8202 16.3617270466667 12 31.039524785 0.243235518 NA
"Mallotus_cumingii" NA NA NA NA NA NA
"Mallotus_discolor" 1516.666667 NA NA NA 0.632835 NA
"Mallotus_floribundus" NA NA NA NA 0.62 NA
"Mallotus_japonicus" NA 36.6 8.09 NA NA 16.71
"Mallotus_macrostachyus" NA NA NA NA 0.32 NA
"Mallotus_mollissimus" 37808.055 37.8 NA NA 0.412276666666667 7.27
"Mallotus_muticus" NA NA NA NA 0.466666666666667 NA
"Mallotus_nesophilus" 4200 22.4 NA 13.2 NA NA
"Mallotus_paniculatus" 4110 28.2833333333333 9.984301161 14.916 0.35008125 10
"Mallotus_peltatus" NA NA NA NA 0.47 NA
"Mallotus_philippensis" 2077.91666666667 22.6837758632 5 16.900493625 0.603351666666667 26.9
"Mallotus_polyadenos" NA NA NA NA 0.650055 NA
"Mallotus_repandus" NA NA NA NA NA 29
"Mallotus_rhamnifolius" NA NA NA NA NA NA
"Mallotus_sumatranus" NA NA NA NA 0.37 NA
"Mallotus_wrayi" NA 21.05 9.23861538461538 NA NA NA
"Malmea_cuspidata" NA NA NA NA 0.39 NA
"Malmea_dielsiana" 7555.61597866667 NA 27 NA NA NA
"Malope_trifida" NA NA NA NA NA 3.2
"Malosma_laurina" NA NA 4.3384 4.825 0.4764 65.5
"Malouetia_arborea" NA NA NA NA NA NA
"Malouetia_duckei" 700 NA NA NA 0.57 NA
"Malouetia_guatemalensis" 4421.724171 NA NA NA NA NA
"Malouetia_killipii" 9500 NA NA NA NA NA
"Malouetia_naias" NA NA NA NA 0.43 NA
"Malouetia_tamaquarina" 4235.78999991667 23.9469383333333 30 15.6535042575 NA NA
"Malpighia_emarginata" NA NA NA NA NA NA
"Malpighia_glabra" 539 NA NA NA NA 22.925
"Malpighia_romeroana" 3907 37.49670107 7.97 NA NA NA
"Malpighiodes_leucanthele" NA NA NA NA NA 200
"Malus_asiatica" NA NA 6 NA NA NA
"Malus_baccata" 987.89 19.489 12 NA 0.55965 17.41
"Malus_communis" NA NA NA NA NA 49.02
"Malus_coronaria" 675 15 NA NA NA 32.85
"Malus_domestica" 1620 26.8 6.825 22.10484496 NA 29.4
"Malus_doumeri" NA NA 15 NA NA NA
"Malus_florentina" NA NA 8 NA NA NA
"Malus_floribunda" NA NA 8.41 NA NA 10.1525267777778
"Malus_fusca" NA NA 9.65133333333333 NA NA 16.2813731666667
"Malus_halliana" NA NA 5 NA NA NA
"Malus_honanensis" NA NA 7 NA NA NA
"Malus_hupehensis" NA NA 7.5 NA NA 285.71
"Malus_ioensis" NA NA 7.62 NA NA 14.8388171111111
"Malus_kansuensis" NA NA 5 NA NA NA
"Malus_komarovii" NA NA 3 NA NA NA
"Malus_leiocalyca" NA 14.9 NA NA 0.354952826666667 NA
"Malus_mandshurica" NA NA 10.548 NA NA 6.862099
"Malus_manshurica" NA NA NA NA NA 400
"Malus_melliana" NA NA 10 NA NA NA
"Malus_micromalus" NA NA 5 NA NA 14.62
"Malus_prattii" NA NA 10 NA NA NA
"Malus_prunifolia" NA NA 8 NA NA NA
"Malus_pumila" 3162 17.35794056 5.35185185185185 20.7600253066667 0.642875 22.296
"Malus_robusta" NA NA NA NA NA 25.630375
"Malus_rockii" NA NA NA NA NA 4.88
"Malus_sargentii" NA NA 3.048 NA NA 5.02332633333333
"Malus_sieboldii" NA NA 6 NA NA 10.205
"Malus_sieversii" NA NA 10 NA NA NA
"Malus_spectabilis" NA NA 8 NA NA NA
"Malus_sylvestris" 1156.1389163101 23.04166666625 9.01085294117647 20.5480194987109 0.583712712333333 22.5216791688312
"Malus_transitoria" NA NA 8 NA NA NA
"Malus_yunnanensis" NA NA 10 NA NA NA
"Malva_aegyptia" NA NA NA NA NA 1.4
"Malva_alcea" 1373.76 NA 0.65 28.014 0.144021216 3.03355555555556
"Malva_arborea" 31623 NA 1.5 NA NA 8.60356666666667
"Malva_assurgentiflora" NA NA 2.2288 NA NA 35.0415191904762
"Malva_borealis" NA NA NA NA NA 1.663
"Malva_canariensis" NA NA 1.5 NA NA NA
"Malva_montana" NA NA NA NA NA 1.2
"Malva_moschata" 3162 NA 0.51625 20.0333333333333 0.199757111111111 2.29925
"Malva_multiflora" NA 44.475 0.933333333333333 20.921495475 NA 7.01
"Malva_neglecta" 1157.6 NA 0.3625 15.4643667255 0.240099227917333 2.38783333333333
"Malva_nicaeensis" 525 NA 0.45 NA NA 8.62
"Malva_parviflora" 2250 NA 0.6625 6.5 NA 2.55166666666667
"Malva_plazzae" NA NA NA NA NA 4.94
"Malva_preissiana" NA NA NA NA NA NA
"Malva_pseudolavatera" NA NA 1 NA NA NA
"Malva_pusilla" 1095.862 NA 0.378214285714286 18.4322222222222 0.154270501333333 2.847
"Malva_subovata" NA NA 0.8 NA NA NA
"Malva_sylvestris" 5287.89 28.9 0.722048611111111 22.6871428571429 0.167663162666667 3.99142666666667
"Malva_verticillata" 16136.752 NA 0.865 26.27 0.179988394666667 1.97
"Malvastrum_americanum" 350 NA 0.5 9.28 NA 1.665
"Malvastrum_aurantiacum" NA NA NA NA NA 10.59
"Malvastrum_coromandelianum" NA NA 0.4 NA NA 1.5
"Malvastrum_hispidum" NA 24.09 NA 11.65501166 NA 4.91
"Malvaviscus_arboreus" NA NA NA NA NA NA
"Malvaviscus_concinnus" NA NA NA NA NA 80
"Mammea_africana" 9305.901667 13.8 NA NA 0.6266997910625 NA
"Mammea_americana" 9056 NA 22.86 NA 0.633333333333333 14609.63067
"Mammea_bongo" NA NA NA NA 0.8247974595 NA
"Mammea_touriga" NA NA NA NA 0.82656 14000
"Mammillaria_aureilanata" NA NA NA NA NA 0.11
"Mammillaria_bocasana" NA NA NA NA NA 0.016
"Mammillaria_carnea" NA NA NA NA NA 0.16
"Mammillaria_crinita" NA NA NA NA NA 0.023
"Mammillaria_grahamii" NA NA NA NA NA 0.29
"Mammillaria_longimamma" NA NA NA NA NA 0.2
"Mammillaria_orcuttii" NA NA NA NA NA 0.036
"Mammillaria_plumosa" NA NA NA NA NA 0.029
"Mandevilla_benthamii" NA NA NA NA NA 3.65
"Mandevilla_convolvulacea" NA NA NA NA NA 7.31
"Mandevilla_holosericea" NA NA NA NA NA 10.13
"Mandevilla_villosa" 864.0123499 NA NA NA NA NA
"Mandragora_officinalis" NA NA 0.05 NA NA 10.08
"Mandragora_officinarum" NA NA NA NA NA 23.8
"Manfreda_virginica" NA NA 0.71 8.764664151 0.107895601224 NA
"Mangifera_altissima" NA NA NA NA 0.625 NA
"Mangifera_caesia" NA NA NA NA 0.41 NA
"Mangifera_caloneura" NA NA NA NA 0.48216 NA
"Mangifera_duperreana" NA NA NA NA 0.5166 NA
"Mangifera_foetida" 7754.74 12.25 NA 7.049763636 0.525 NA
"Mangifera_gedebi" NA NA NA NA 0.39 NA
"Mangifera_griffithii" NA NA NA NA 0.47 NA
"Mangifera_indica" 7854 13.7919230769231 19.812 7.047762186 0.5640192 16466
"Mangifera_lagenifera" NA NA NA NA 0.48 NA
"Mangifera_laurina" NA NA NA NA 0.556744 NA
"Mangifera_minor" NA NA NA NA 0.528403333333333 NA
"Mangifera_monandra" NA NA NA NA 0.45 NA
"Mangifera_odorata" NA 12.38 NA NA 0.52 NA
"Mangifera_pajang" NA NA NA NA 0.49 NA
"Mangifera_salomonensis" NA NA NA NA 0.52521 NA
"Mangifera_similis" NA NA NA NA 0.575 NA
"Mangifera_sylvatica" NA NA NA NA 0.5166 NA
"Manihot_carthaginensis" NA NA NA NA NA 453.535
"Manihot_dichotoma" NA 28.9 NA NA NA NA
"Manihot_esculenta" 8000 37.7014625849745 2.274 27.7900795425 NA 114
"Manihot_grahamii" NA NA NA NA NA 86
"Manihot_rubricaulis" NA NA NA NA NA 179
"Manilkara_bidentata" 6807.4507409181 12.6934939723018 35.096 6.21354827349811 0.78481694387037 1140.03368
"Manilkara_cavalcantei" 3000 16.7 NA NA 0.834 NA
"Manilkara_celebica" NA NA NA NA 0.85 NA
"Manilkara_chicle" NA 19.5514611 NA 8.48013978 0.9582207 NA
"Manilkara_discolor" NA NA NA NA NA 113.77
"Manilkara_fasciculata" NA NA NA NA 0.84692 NA
"Manilkara_fouilloyana" 4611.62 NA NA NA 0.861 NA
"Manilkara_hexandra" NA NA NA NA 1.06 NA
"Manilkara_huberi" 9383.99483353333 13.8126065130116 32 5.64248734795 0.930322993642857 NA
"Manilkara_inundata" 3555.84061333333 21.7200833333333 50 NA 0.808033423 NA
"Manilkara_jaimiqui" NA NA 10.0584 NA NA NA
"Manilkara_kanosiensis" NA NA NA NA 0.89274 NA
"Manilkara_kauki" NA NA NA NA 0.83 NA
"Manilkara_littoralis" NA NA NA NA 0.925272 NA
"Manilkara_mochisia" 552.445375 17.8 15 2.69 1.07625 158.066666666667
"Manilkara_obovata" NA NA NA NA 0.8487338327 NA
"Manilkara_paraensis" 700 NA NA NA 0.86 NA
"Manilkara_salzmannii" NA NA NA NA 1.03 NA
"Manilkara_sansibarensis" 3767.83 NA NA NA NA NA
"Manilkara_sideroxylon" 4500 NA NA NA NA NA
"Manilkara_subsericea" 3230 14 NA NA NA NA
"Manilkara_sulcata" 464.2705294 NA NA NA NA NA
"Manilkara_zapota" NA NA 22.82 NA 0.81 126.74
"Maniltoa_grandiflora" NA NA NA NA 0.9 NA
"Maniltoa_minor" NA NA NA NA 0.76 NA
"Maniltoa_plurijuga" NA NA NA NA 0.65 NA
"Maniltoa_polyandra" NA NA NA NA 0.75884 NA
"Maniltoa_psilogyne" NA NA NA NA 0.641485 NA
"Manniophyton_fulvum" 68600 NA NA NA NA NA
"Manoao_colensoi" 49.09548 NA 5.5 3.9301173645 0.54 1.8
"Manochlamys_albicans" NA NA NA NA NA 2.25
"Mansoa_verrucifera" NA 27.130654375 NA 17.3333333333333 NA 99.16
"Mansonia_altissima" NA NA NA 13.498125 0.5643807715 399
"Mansonia_gagei" NA NA NA NA 0.881664 NA
"Mantisalca_salmantica" NA NA 0.4 NA NA NA
"Manulea_androsacea" NA NA NA NA NA 0.08
"Manulea_rhodantha" NA NA NA NA NA 0.06
"Mappia_racemosa" NA NA 20 NA NA 700
"Maprounea_africana" NA NA NA NA NA 63
"Maprounea_guianensis" 839.116031755556 26.655784 35 13.24200888 0.584941666666667 11
"Maquira_calophylla" 19687.32907965 25.197339 19.625 13.04637903475 0.62 NA
"Maquira_coriacea" 5279.99339066667 NA 50 NA 0.50689 NA
"Maquira_guianensis" 5857.99465792222 23.2175369979167 21.175 17.9586326527857 0.7329875 218.95
"Maquira_sclerophylla" 35914.2960725 20.2961301190476 NA NA 0.537714285714286 NA
"Marah_fabacea" 1689.33333333333 NA 0.1675 15.6675279475 NA 1178.259
"Marah_gilensis" NA NA NA NA NA 476.2
"Marah_macrocarpa" NA NA NA NA NA 1087.9
"Marah_oreganus" NA NA NA NA NA NA
"Maranta_arundinacea" NA NA NA NA NA 21.95
"Maranthes_corymbosa" NA 15.55630097 NA NA 0.801612 NA
"Maranthes_floribunda" NA NA NA NA NA 1545.48
"Maranthes_glabra" 4012.7875 NA NA NA 0.887581785 NA
"Maranthes_goetzeniana" NA NA NA NA 0.789624029333333 NA
"Maranthes_kerstingii" NA NA NA NA 0.8287488385 NA
"Maranthes_panamensis" 7105.82583333333 19.4481111111111 NA 12.058377340125 0.78 NA
"Maranthes_polyandra" NA 19.35 NA 9 NA NA
"Maranthes_robusta" NA NA NA NA 0.8645105315 NA
"Marantodes_pumilum" NA 18.2 0.203 17.45200698 NA NA
"Marasmodes_polycephalus" NA NA NA NA NA 1.99
"Marasmodes_undulata" NA NA NA NA NA 0.49
"Marcelliopsis_splendens" NA NA NA NA NA 1.53
"Marcelliopsis_welwitschii" NA NA NA NA NA 8.4
"Marcetia_taxifolia" NA NA NA NA NA 0.02
"Marcgravia_nepenthoides" 6141.57317366667 NA NA NA NA NA
"Marcgravia_nervosa" 9500 NA NA NA NA NA
"Marcgravia_oblongifolia" NA NA NA NA NA 0.08
"Marcgravia_rectiflora" 1590.909091 10.4 NA NA NA NA
"Marcgravia_sintenisii" 1192.569588 NA NA NA NA NA
"Mareya_micrantha" 4853.84875 NA NA NA NA NA
"Mareyopsis_longifolia" 15329.37333 NA NA NA NA NA
"Margaranthus_solanaceous" NA NA NA NA NA 0.42
"Margaritaria_decaryana" NA NA NA NA NA 17.84
"Margaritaria_discoidea" 4812.21375 22.4594575841667 NA NA 0.734754027 19.43
"Margaritaria_indica" NA NA NA NA 0.68 NA
"Margaritaria_nobilis" 3476.24551858333 23.7089175 21.2260351 22.590438095 0.594116483833333 11
"Margaritopsis_deinocalyx" 3000 NA NA NA NA NA
"Margyricarpus_pinnatus" 123.5697 NA NA NA NA 6.05
"Marianthus_bicolor" NA NA NA NA NA 5.4
"Marianthus_bignoniaceus" NA NA NA NA NA 0.73
"Marianthus_granulatus" NA NA NA NA NA 0.86
"Marianthus_mollis" NA NA NA NA NA 1.63
"Marianthus_paralius" NA NA NA NA NA 2.3
"Marila_grandiflora" 55000 NA NA NA NA NA
"Marila_laxiflora" 10362.8610501576 16.9111370500455 21.03 12.629832976178 0.555 20.18
"Marila_pluricostata" 12463.1 20.8232935 NA 25.43458786 NA NA
"Marila_tomentosa" 29549.4383133333 NA 20 NA NA NA
"Marina_diffusa" NA NA NA NA NA 3.6
"Marina_neglecta" NA NA NA NA NA 2
"Marina_nutans" NA NA NA NA NA 2.55
"Marina_parryi" NA NA NA NA NA 1.34
"Mariosousa_acatlensis" NA NA NA NA NA 24.94
"Mariosousa_dolichostachya" NA NA NA NA NA 34.99
"Mariosousa_millefolia" NA NA NA NA NA 83.4
"Mariosousa_willardiana" NA NA NA NA NA 60.8
"Maripa_axilliflora" NA NA NA NA NA 500
"Maripa_panamensis" 3125.87306833333 20.520311865 NA 10.697175 NA 372
"Maripa_scandens" NA NA NA NA NA 766.7
"Markea_coccinea" 9500 26.6 NA NA NA NA
"Markea_ulei" 3687.2245005 NA NA NA NA NA
"Markhamia_lutea" NA 28.5 NA NA 0.48073863925 21
"Markhamia_obtusifolia" 4544.638 NA NA NA NA 22.64
"Markhamia_stipulata" NA 24.1 NA NA 0.660628 NA
"Markhamia_tomentosa" NA NA NA NA 0.473000941 NA
"Markhamia_zanzibarica" NA NA NA NA 0.7749 30.55
"Marlierea_caudata" 700 NA NA NA NA NA
"Marlierea_eugeniopsoides" 2676 NA NA NA NA NA
"Marlierea_imperfecta" 9500 NA NA NA NA NA
"Marlierea_montana" 9500 NA NA NA 0.95 NA
"Marlierea_obscura" NA 16.0125 NA NA NA NA
"Marlierea_reitzii" 3020 NA NA NA NA NA
"Marlierea_schomburgkiana" 708.369934133333 NA 5 NA 0.895335 NA
"Marlierea_spruceana" 9500 NA NA NA NA NA
"Marlierea_tomentosa" NA NA NA NA 0.964 NA
"Marlierea_umbraticola" 9500 NA NA NA NA NA
"Marmaroxylon_basijugum" 2512.19444443333 36.004632 NA 19.99773836 NA NA
"Marmaroxylon_claviflorum" 15160 NA NA NA NA NA
"Marmaroxylon_collinum" 79 NA NA NA NA NA
"Marmaroxylon_dinizii" 489.8489588 NA NA NA NA NA
"Marmaroxylon_racemosum" 3000 39.45 NA NA 0.841148042818182 NA
"Marmoritis_pharica" NA 18.885 NA 13.6425648 NA NA
"Marmoritis_rotundifolia" NA NA 0.15 NA NA NA
"Marquesia_macroura" NA NA NA NA 0.75768 NA
"Marrubium_alysson" NA NA 0.4 NA NA 1.03
"Marrubium_astracanicum" NA NA NA NA NA 1.25
"Marrubium_catariifolium" NA NA NA NA NA 0.82
"Marrubium_globosum" NA NA NA NA NA 1.66
"Marrubium_peregrinum" NA NA 0.45 NA NA 1
"Marrubium_pestalozzae" NA NA NA NA NA 1.1
"Marrubium_supinum" NA NA 0.4 NA NA NA
"Marrubium_vulgare" 391.8758 NA 0.4703125 11.393304406 NA 0.8712625
"Marsdenia_altissima" NA NA NA NA NA 55.03
"Marsdenia_astephanoides" NA 21 NA NA NA NA
"Marsdenia_australis" 421.666666666667 NA NA 5.8 NA 11.83
"Marsdenia_coulteri" NA NA NA NA NA 17.36
"Marsdenia_crassipes" 4320.06175 NA NA NA NA NA
"Marsdenia_hemiptera" 7380 NA NA NA NA NA
"Marsdenia_lanata" NA NA NA NA NA 24.46
"Marsdenia_liisae" 3333.333333 NA NA NA NA NA
"Marsdenia_lloydii" 1960 NA NA NA NA NA
"Marsdenia_macrantha" NA NA NA NA NA 33.54
"Marsdenia_micradenia" 394 NA NA NA NA NA
"Marsdenia_tinctoria" 2835 NA NA NA NA NA
"Marsdenia_truncata" NA NA NA NA NA 11.49
"Marsdenia_verrucosa" NA NA NA NA NA 38.74
"Marsdenia_xerohylica" NA NA NA NA NA 8.77
"Marshallia_caespitosa" NA NA NA NA NA NA
"Marsilea_drummondii" 67 NA NA NA NA NA
"Marsilea_quadrifolia" NA NA 0.195 NA NA NA
"Marsypianthes_chamaedrys" NA NA NA NA NA 0.42
"Martinella_obovata" 7022.682119 39.38582394 NA NA NA NA
"Martiodendron_excelsum" NA NA NA NA 0.85239 NA
"Martiodendron_parviflorum" 3000 NA NA NA 0.841195 NA
"Martynia_annua" NA NA NA NA NA 1241.1
"Mascagnia_macroptera" 849 NA NA NA NA 38.683
"Mascagnia_ovatifolia" 6994.7699325 NA NA NA NA NA
"Mascarenhasia_arborescens" NA NA NA NA NA 4.05
"Mascarenhasia_lisianthiflora" NA NA NA NA NA 4.5
"Masdevallia_livingstoneana" NA NA NA 17.9796103883333 0.0927682088395556 NA
"Massonia_pustulata" NA NA NA NA NA 2.14
"Massularia_acuminata" 12700.874 NA NA NA NA NA
"Mastersiella_digitata" NA NA NA NA NA 4.9
"Mastigostyla_gracilis" NA NA NA NA NA 2.57
"Mastixia_cuspidata" NA NA NA NA 0.46 NA
"Mastixia_pentandra" NA NA NA NA 0.495 NA
"Mastixia_rostrata" NA NA NA NA 0.44 NA
"Mastixia_tetrandra" NA NA NA NA 0.55 NA
"Mastixia_trichotoma" NA 14.5 1.22 NA 0.39 NA
"Mastixiodendron_pachyclados" NA NA NA NA 0.6796 NA
"Mastixiodendron_smithii" NA NA NA NA 0.67 NA
"Mastixiodendron_stoddardii" NA NA NA NA 0.8 NA
"Matayba_adenanthera" 9500 NA NA NA NA NA
"Matayba_apetala" 2089.76711111111 12.9033333333333 NA 16.5269897863333 NA NA
"Matayba_arborescens" 9500 25.51613 NA NA 0.7392 NA
"Matayba_atropurpurea" 9500 NA NA NA NA NA
"Matayba_camptoneura" 9500 NA NA NA NA NA
"Matayba_domingensis" 750.7640922 11.975 NA NA 0.7 NA
"Matayba_elaeagnoides" 1584.06 NA 18.495 17.04 0.5199650065 130.2692304
"Matayba_elegans" 9500 NA NA NA NA NA
"Matayba_guianensis" 6875 16.445 NA 6.097560976 0.82 NA
